driver_gene,target_gene,mean_effect_mutated,mean_effect_wildtype,delta_effect,t_statistic,p_value,cohens_d,n_mutated,n_wildtype,fdr
EGFR,CDAN1,-0.8541526692081491,-0.5153037895782921,-0.338848879629857,-9.985239710850724,9.437791250107915e-21,-0.801103708954661,644,193,1.2621230837163547e-17
EGFR,GPX4,-0.7785746032948127,-0.5192311710022075,-0.25934343229260515,-6.487984407301257,3.4394244046534143e-10,-0.5357602241417561,644,193,4.5644575019007336e-08
EGFR,CDS2,-0.388820308473891,-0.13601783456263575,-0.2528024739112552,-17.418021301196333,2.158047213282475e-56,-1.1639711825998857,644,193,1.8758825401457916e-52
EGFR,EP300,-0.3557899875804605,-0.10792235861083993,-0.24786762896962056,-9.091179373335441,5.987328626294406e-18,-0.7096240961698383,644,193,4.16358832672513e-15
EGFR,SEPHS2,-0.6286609881314618,-0.4055447277441569,-0.22311626038730487,-7.905083067525564,2.965390518426861e-14,-0.6138601120808366,644,193,1.0521084523030812e-11
EGFR,SEPSECS,-0.5136622131928362,-0.29836285699943194,-0.2152993561934043,-8.70550443120061,1.058558566528748e-16,-0.6801037498228384,644,193,6.134346893034095e-14
EGFR,ORC6,-1.716783838404393,-1.511910491985199,-0.20487334641919408,-7.100990271726834,9.767938165541513e-12,-0.6021790940365168,644,193,1.8259742473971957e-09
EGFR,HNRNPH1,-0.9821669369974652,-0.7805299289690714,-0.2016370080283938,-6.3177877225282835,1.0018627405207723e-09,-0.534722216848537,644,193,1.1689519291244046e-07
EGFR,EEFSEC,-0.575619184297192,-0.3755506217421253,-0.20006856255506678,-7.803767156422763,7.1110547809949e-14,-0.621189303829289,644,193,2.3325601390112515e-11
ERBB2,CHMP4B,-1.0085623274167042,-0.7605803653546153,-0.2479819620620889,-5.225488434520591,4.41301077716252e-07,-0.5272093084271986,449,119,4.7214091768474864e-05
ERBB2,SEPHS2,-0.6046020521023501,-0.3593822282828202,-0.2452198238195299,-7.875981609226997,9.836122261019532e-14,-0.7316271454197507,449,119,2.8500164251304094e-10
ERBB2,GAPDH,-1.2817455210366668,-1.0397409031275284,-0.2420046179091384,-7.642008287605935,1.0255837236025748e-12,-0.7806343900885362,449,119,1.43899396683517e-09
ERBB2,GPX4,-0.7373719797126227,-0.4977087913383199,-0.23966318837430278,-4.769598268618628,3.6983758091585627e-06,-0.48962717207046086,449,119,0.00023923062728074067
ERBB2,CDS2,-0.3771887297459846,-0.1518887939177631,-0.2252999358282215,-10.90075075724381,1.9124783633073426e-23,-0.9739418907868698,449,119,3.3248436346098153e-19
ERBB2,GGPS1,-1.1974670855723126,-0.9735595282516756,-0.22390755732063705,-5.030575697841685,1.1887689799417261e-06,-0.5270648300334154,449,119,9.841308912517575e-05
ERBB2,GABPB1,-0.6404342518093695,-0.4391823643307234,-0.20125188747864614,-7.64802273036426,7.085689051338942e-13,-0.752471214020629,449,119,1.1198609468866138e-09
ERBB2,ATP6V1B2,-1.6810639881573877,-1.480628015752839,-0.20043597240454858,-3.912473611856309,0.00013657112624089037,-0.4355278552144295,449,119,0.003382899695310841
ERBB2,NHLRC2,-0.6708184647622029,-0.4707453795826592,-0.20007308517954364,-5.628521579099758,5.724681938682232e-08,-0.5534860918450855,449,119,1.1048442554477604e-05
MYC,MYCN,-0.5417359837130874,-0.11128370557681595,-0.43045227813627146,-5.738461557951289,7.513740981112985e-06,-1.5956861655991652,24,1025,0.004213754417956427
MYC,IRS2,-0.7090095674814885,-0.3048655715914989,-0.40414399588998956,-5.380653176693288,1.6904040677726456e-05,-1.2735134219569226,24,1025,0.005877534943645488
MYC,NXT1,-0.839225392234278,-0.44507646186135125,-0.3941489303729267,-4.10283108180847,0.00041536255902286577,-0.9366895893485779,24,1025,0.03908335871955933
MYC,PPP1R15B,-0.9542469057441814,-0.6510532714632893,-0.3031936342808921,-4.823598172927382,6.20016326401388e-05,-0.9233863957279899,24,1025,0.013819210044215552
MYC,DTYMK,-1.6294780054365139,-1.3520681507346224,-0.2774098547018915,-4.363737371517257,0.0001822895652036836,-0.6875744203125571,24,1025,0.025961952316076474
MYC,EP300,-0.5193805333480107,-0.2538690664378121,-0.2655114669101986,-4.328501464232319,0.00021681406079507762,-0.7938030805666909,24,1025,0.027561069639131533
MYC,LDB1,-0.47996388165351106,-0.22054865348766692,-0.25941522816584417,-3.9229741055253733,0.0006581490921990593,-0.9300078998489422,24,1025,0.0457818569371174
MYC,ORC6,-1.8803460639253746,-1.6291513940640874,-0.25119466986128725,-4.015980595495018,0.0004902771574312951,-0.7646743194776937,24,1025,0.04157789454606373
MYC,TADA2B,-0.4454493044488063,-0.19530636285132183,-0.2501429415974845,-4.621690217507786,0.00010389166996356069,-0.8811612045577416,24,1025,0.019632137851266333
MYC,MBD3,-0.3247998905736815,-0.08836637450350944,-0.2364335160701721,-5.420301515856874,1.552417473695949e-05,-1.3208917651704144,24,1025,0.005742293144724271
MYC,KIF14,-0.8169758656491636,-0.5903881188416429,-0.2265877468075207,-4.337478304349258,0.0002204471182286016,-0.8749779638708072,24,1025,0.027571749283483733
MYC,EED,-0.48521650736897554,-0.2606602627662809,-0.22455624460269463,-6.669027850905682,4.227726682370779e-07,-0.9995524655430656,24,1025,0.0005249930598072571
MYC,SDHC,-1.1460279273982745,-0.9222251150762326,-0.2238028123220419,-4.348627155960949,0.00020429401323029465,-0.7845897610607796,24,1025,0.027561069639131533
MYC,FIP1L1,-1.312554367842919,-1.0935715311153897,-0.21898283672752927,-5.200566901068684,2.209043921145437e-05,-0.9073305744087863,24,1025,0.007293109665997759
MYC,SDHD,-0.9167135317708346,-0.7021600936492062,-0.21455343812162841,-4.105512599645326,0.0003942197721597502,-0.8048890801875189,24,1025,0.038940401926120784
MYC,SUPT20H,-0.37830431247355784,-0.16402086055195153,-0.2142834519216063,-5.105375716538758,2.5638914645545518e-05,-0.7957931159902144,24,1025,0.007959509484157301
MYC,RBM39,-2.0921806233963722,-1.8780436333667874,-0.21413699002958486,-4.735470187916425,7.489628246527435e-05,-0.8485710543769479,24,1025,0.015999006359087607
MYC,SNRNP70,-1.6738335307986045,-1.4685279799922315,-0.20530555080637303,-4.901602741279877,5.007500425714794e-05,-0.9167408505028201,24,1025,0.01299334252254503
MYC,CHAF1B,-2.0161077990930387,-1.8123441524485702,-0.20376364664446855,-5.6776700272054255,5.4891096576710266e-06,-0.8558729657156725,24,1025,0.0032906265999520967
MYC,PSMC2,-1.540412662765607,-1.3385792851112905,-0.20183337765431641,-4.087653724730973,0.0004042562955945073,-0.7576521769238937,24,1025,0.03904442054950283
APC,GGPS1,-1.1599890123272665,-0.9239176091881353,-0.23607140313913122,-5.636725016208155,4.1724001144738496e-08,-0.546718252043356,357,148,6.0447646658439896e-05
VHL,CFLAR,-0.8625798345190744,-0.5284712112627552,-0.3341086232563192,-5.140332546532419,2.499839101209555e-06,-0.7219271670075652,63,905,0.0008521510347946689
VHL,ITGAV,-0.8397312782989546,-0.5316488065553565,-0.30808247174359804,-4.2544330392697045,6.562955488992041e-05,-0.5985964817882125,63,905,0.006711587128007449
VHL,ALG11,-1.7975011023472156,-1.5163093456720196,-0.281191756675196,-5.766931647454956,2.1191297745183066e-07,-0.7988943504214885,63,905,0.00014241610419483868
VHL,CDC42,-1.3124508146274718,-1.044141150032534,-0.2683096645949379,-6.358361664633077,1.6603056077551036e-08,-0.8115922284862739,63,905,3.207156998980275e-05
VHL,SGO1,-1.3561408750342019,-1.0940115812241638,-0.26212929381003813,-4.363834693345622,4.482381004591022e-05,-0.6219682058063812,63,905,0.005229945890256035
VHL,FERMT2,-0.7449749444786808,-0.4830186970150253,-0.26195624746365553,-4.000544724238884,0.0001587822145513517,-0.565786651077958,63,905,0.011769596109177145
VHL,TUBB,-1.6086315475777158,-1.365104929982754,-0.24352661759496175,-4.422087838811436,3.3212338365274743e-05,-0.5442387948731572,63,905,0.004308929122987324
VHL,PSMD11,-1.8822849394230463,-1.6397484179505366,-0.2425365214725097,-5.000449451925178,4.450310253770646e-06,-0.7427479075967951,63,905,0.0013113329451152997
VHL,COPZ1,-1.884182828105695,-1.6457800711900383,-0.2384027569156566,-6.53049980981496,8.903826252046155e-09,-0.8720554276459095,63,905,1.9349127423977803e-05
VHL,GOSR2,-1.0568599553252556,-0.8256746388190629,-0.23118531650619267,-4.225160536534572,7.489942315478476e-05,-0.6340300434818906,63,905,0.007398445861056438
VHL,TRAPPC11,-1.3747235551751442,-1.1462479401898944,-0.22847561498524982,-4.7112939255040915,1.3007315206979913e-05,-0.6966808410804404,63,905,0.0026488965497429243
VHL,PAX8,-0.3828417851964827,-0.15473034984638045,-0.22811143535010225,-4.013562963831906,0.00015909433912318833,-0.6466067500887449,63,905,0.011769596109177145
VHL,GPX4,-0.9004463553056087,-0.6740907963972889,-0.22635555890831982,-3.729976471478518,0.0003791248980647046,-0.47461454511596085,63,905,0.019558119741409166
VHL,XPO1,-1.9670523818168002,-1.742782663252718,-0.2242697185640823,-5.652278796186617,3.3390810366855745e-07,-0.7820792960164179,63,905,0.0001814060119461835
VHL,TMED10,-0.8108797044572191,-0.5872475070757166,-0.22363219738150253,-4.119128233798803,0.00010629757210607253,-0.5917731315026536,63,905,0.009333248944768035
VHL,MOB4,-1.1636119068382085,-0.9401952301635246,-0.2234166766746839,-5.1155417308534386,2.645496977131609e-06,-0.6891808140994387,63,905,0.0008844608643737119
VHL,COPB2,-2.1394598009330887,-1.9184659232827226,-0.22099387765036616,-5.051464875119705,3.4642969474900937e-06,-0.6988220041180673,63,905,0.0010713361241915533
VHL,ATP6V1C1,-0.9657713789424293,-0.7519994109083601,-0.21377196803406917,-3.9604900403111913,0.00018318107472628712,-0.5698388483699246,63,905,0.012768702765835223
VHL,TRAPPC3,-1.6433047624525348,-1.4302511480354192,-0.21305361441711557,-4.888314381425694,6.253568810897392e-06,-0.6538737386654798,63,905,0.0017535208673782447
VHL,ANAPC10,-1.4526756393292068,-1.2406942260469376,-0.21198141328226927,-4.527215401739864,2.525634701959945e-05,-0.6609304821688403,63,905,0.0038181008081368388
VHL,PSMA4,-2.072496155294871,-1.862140362279881,-0.21035579301498997,-4.843960035306427,7.7419457999276e-06,-0.6878131392435495,63,905,0.001979319525466784
VHL,ATP6V1G1,-1.4801560585570563,-1.271605700760503,-0.2085503577965533,-4.464381392870545,2.9242222423291877e-05,-0.5712365627673414,63,905,0.004029896737971034
VHL,SMU1,-2.4032968064938727,-2.1972907583745016,-0.20600604811937107,-5.716006307713191,2.3496259724192993e-07,-0.7361629069095871,63,905,0.00014352400176839824
VHL,ISY1,-1.5512627685543638,-1.3471115178735218,-0.20415125068084206,-4.668611355322648,1.4557354082915874e-05,-0.6446892832324173,63,905,0.002781094513532884
VHL,CWC22,-1.5483247745272335,-1.3451091677028728,-0.20321560682436068,-4.473539501161128,2.967079565489171e-05,-0.6167891128443755,63,905,0.004029896737971034
VHL,NPLOC4,-1.5413785565725269,-1.3398652898124648,-0.2015132667600621,-4.115357262702928,0.00010747300845218621,-0.5883854955403488,63,905,0.009389036441915865
VHL,PSMA2,-2.1819131030343875,-1.9815912321492917,-0.2003218708850958,-4.8769376687644135,6.724385326207172e-06,-0.6767387578538627,63,905,0.001833712725859553
STK11,PSMB5,-1.5511522751651008,-1.3071838661257469,-0.2439684090393539,-3.9525809613829073,0.00012423718318991582,-0.4377945565171199,660,112,0.009350058137474833
STK11,CCND1,-0.8508801356671727,-0.6474885698630172,-0.20339156580415552,-3.399064778078802,0.0008725737918758996,-0.3559982171015218,660,112,0.03193620078265792
KEAP1,RAC1,-0.962770787022993,-0.7234496150405714,-0.23932117198242164,-6.637956435868501,2.697252422721397e-10,-0.6093949980815454,640,136,1.9538222237088122e-07
KEAP1,WWTR1,-0.47264822385109023,-0.2553782939865022,-0.21726992986458804,-9.303996092419462,3.7751845806534444e-18,-0.7583829668303033,640,136,1.6407895983665035e-14
KEAP1,ITGAV,-0.6425193902116387,-0.432228305134444,-0.21029108507719474,-4.854838094194234,2.3577194452281496e-06,-0.4455054933886437,640,136,0.00039795099568244057
BRCA1,MYC,-1.6385064516736059,-1.3440002090939454,-0.2945062425796605,-7.0218715231242,8.222364170819887e-12,-0.6229760910757334,184,339,1.4294580110970374e-08
BRCA1,CFL1,-0.8125448145912905,-0.5559154965944435,-0.25662931799684696,-7.0596865988207105,9.054526633940698e-12,-0.6545265576129485,184,339,1.4310267775550822e-08
BRCA1,CDK6,-0.6059957236699572,-0.39288401745285206,-0.21311170621710518,-5.747534065170999,2.1431231265649483e-08,-0.5424834464876779,184,339,4.716227285485017e-06
BRCA1,UROD,-0.7940739452167409,-0.5928880018841928,-0.20118594333254813,-5.196657929833487,3.506825680351997e-07,-0.48400119952500764,184,339,3.8924981285829756e-05
BRCA2,GGPS1,-1.1997464185647855,-0.9201591473103156,-0.2795872712544699,-6.418342238295393,3.6455896412093047e-10,-0.6175956749032127,214,218,8.564672420597805e-08
BRCA2,MAD2L1,-1.7056807143805586,-1.4523424348895504,-0.2533382794910082,-7.330426652665694,1.1507745921932856e-12,-0.705183388652396,214,218,7.694698571261643e-10
BRCA2,RABGGTB,-1.5362119005503907,-1.285489937396874,-0.2507219631535167,-6.700161492911044,6.6251795423858e-11,-0.6443747283946529,214,218,2.2470862017536602e-08
BRCA2,CENPN,-1.5485193685722909,-1.30559489858307,-0.2429244699892208,-7.6564078213738656,1.2767895024717924e-13,-0.7365824836219356,214,218,1.305705029439536e-10
BRCA2,NEDD8,-1.7828030941010171,-1.541239148334576,-0.24156394576644113,-7.809978749348598,4.4160465061392655e-14,-0.7514951059410637,214,218,5.905612962248549e-11
BRCA2,PRC1,-1.6494957197093145,-1.4109445334593758,-0.23855118624993876,-7.1646882371172795,3.5266222151054673e-12,-0.6888950910030454,214,218,1.9106564708221008e-09
BRCA2,TP53,0.15673231749199903,0.3926088714463853,-0.23587655395438625,-6.499406606426927,2.680580934080723e-10,-0.6241190280646993,214,218,6.853220520440202e-08
BRCA2,SNF8,-1.0827520673955369,-0.8510264205051874,-0.23172564689034947,-6.955199029103732,1.3186304384243966e-11,-0.6691335816344212,214,218,5.210088675456395e-09
BRCA2,PSMA4,-1.9923517066632248,-1.7640252081257028,-0.22832649853752196,-8.043033060654787,8.824443880913771e-15,-0.7743109217725319,214,218,1.7045884096631767e-11
BRCA2,CFLAR,-0.6878336562140971,-0.46127496555213465,-0.22655869066196244,-5.292197946471863,1.976724857028755e-07,-0.5097634755503522,214,218,1.3583146893061227e-05
BRCA2,RARS1,-0.9814275276234923,-0.7575066876873586,-0.22392083993613365,-7.370398554360637,8.792695603030217e-13,-0.7091871241724964,214,218,6.114440522347212e-10
BRCA2,MED4,-1.2823614437334205,-1.0645057105575593,-0.21785573317586127,-7.131109770483373,4.244265513502898e-12,-0.6861678069036397,214,218,2.1701928221249377e-09
BRCA2,GINS4,-1.462580446860987,-1.2506144174209008,-0.21196602944008625,-6.671269501432908,7.914769417022578e-11,-0.6416049505605363,214,218,2.4571118984810268e-08
BRCA2,POLR3B,-1.7561356906877315,-1.5488832674007587,-0.2072524232869728,-5.941810267708864,5.996156625422433e-09,-0.5711886888987494,214,218,8.20812464039126e-07
BRCA2,RHEB,-0.9456356106129669,-0.7395687207550546,-0.20606688985791222,-6.517336030365803,2.0315239244822733e-10,-0.6274286912243475,214,218,5.271349765242436e-08
BRCA2,CLNS1A,-1.5021543674556173,-1.3005672738293523,-0.20158709362626492,-5.797556603725252,1.3040488348379369e-08,-0.5578355360190338,214,218,1.5013833770634128e-06
BRCA2,SNAP23,-0.8211276303862717,-0.6200068219390935,-0.20112080844717817,-4.432897411180734,1.1875080226139328e-05,-0.4268233577577061,214,218,0.000367345675678705
NRAS,GRB2,-0.7593712493008227,-0.2887732675530524,-0.4705979817477703,-8.17873064024925,5.237684290824898e-12,-1.0575181851955964,665,63,9.105714139599086e-08
NRAS,PTPN11,-0.7108856343267923,-0.41907019058725914,-0.29181544373953316,-6.708522031336683,3.0752269314800632e-09,-0.8589625077936277,665,63,1.7820940067926967e-05
CTNNB1,CHMP4B,-0.9803660017805016,-0.6073830294514668,-0.37298297232903477,-7.792703196758867,1.1284754229931326e-12,-0.7880027007711099,745,111,6.539515076245204e-09
CTNNB1,TUBB,-1.411431338277473,-1.0857048149925803,-0.3257265232848927,-6.016176429211405,1.6017543708466432e-08,-0.6500793217199897,745,111,1.1138599894867555e-05
CTNNB1,GPX4,-0.7247454146933721,-0.40938827500705427,-0.3153571396863178,-6.463020748947565,1.4295079233041459e-09,-0.6517886028490101,745,111,1.656799683109505e-06
CTNNB1,HNRNPH1,-0.9502101301662502,-0.6709143370609494,-0.27929579310530084,-6.822606775985585,2.6121693376503785e-10,-0.7225816413502437,745,111,4.5412563935051834e-07
CTNNB1,PPP2R1A,-0.8969943856554904,-0.6673205906069456,-0.2296737950485448,-5.124639305050669,9.196148738430878e-07,-0.5141545236318639,745,111,0.00028125240880124336
CTNNB1,TUBA1B,-1.16460276919315,-0.9433780277086224,-0.22122474148452753,-6.180379440527848,6.674572585780846e-09,-0.6486916069647508,745,111,5.045106278426087e-06
CTNNB1,SEPHS2,-0.5835091393180266,-0.36966838934665425,-0.21384074997137237,-6.616341872553257,4.5899153546918935e-10,-0.6070243750562099,745,111,6.64963987010988e-07
CTNNB1,CDC42,-1.0826025596448805,-0.8700541688868539,-0.21254839075802656,-5.9147239673303815,2.3576130997728947e-08,-0.6090079876274865,745,111,1.4638251335554204e-05
CTNNB1,TXNRD1,-0.5123939999093408,-0.30333767774727066,-0.2090563221620701,-5.673576869298037,7.433845376060279e-08,-0.5800836271251106,745,111,3.6924971960802276e-05
CTNNB1,EEFSEC,-0.5383287360288729,-0.33785764871878604,-0.20047108731008684,-6.263954755414554,3.701038025833159e-09,-0.6176699049794985,745,111,2.924661185414067e-06
FBXW7,RABGGTB,-1.443015365485701,-1.0561483955917825,-0.38686696989391844,-4.874767517932208,8.04452398210074e-05,-1.0604006897659781,890,21,0.04238001497843072
FBXW7,TTK,-0.7870345509689092,-0.42692305482657567,-0.3601114961423335,-6.174635268111209,3.4395288460390432e-06,-1.16619427166543,890,21,0.011959241797677754
FBXW7,NGDN,-0.7818388589843758,-0.4291584120743295,-0.3526804469100463,-6.9824433215483355,5.566852840332312e-07,-1.310505283798291,890,21,0.0024194934157294313
FBXW7,POLR1B,-1.2840256658147273,-0.9453741646708529,-0.33865150114387443,-5.214987519212987,3.563643594788974e-05,-1.1132756321320274,890,21,0.0311491482874513
FBXW7,MOB4,-0.9827613559499865,-0.6667600967712651,-0.31600125917872135,-4.803875141629659,9.384028485718662e-05,-1.016880568593291,890,21,0.04409225276330241
FBXW7,POLR3F,-1.59525756100804,-1.280669657637564,-0.31458790337047593,-5.591579281303527,1.472336951844807e-05,-1.1855825910025732,890,21,0.019689675313709208
FBXW7,SEC61A1,-1.9512294716214693,-1.6494208877607361,-0.30180858386073317,-5.772186796369271,9.586596935131206e-06,-1.2057679636716143,890,21,0.016666298771725603
FBXW7,ATP6V1C1,-0.7849285758787221,-0.48569994310537024,-0.2992286327733519,-5.221386998194847,3.236042968634886e-05,-0.9952519822843964,890,21,0.0311491482874513
FBXW7,UTP6,-0.9699325626000969,-0.6752369994836003,-0.2946955631164966,-5.642135661440465,1.2759041961799654e-05,-1.1575445138803941,890,21,0.01848466204215725
FBXW7,DDX54,-1.3924721341645654,-1.0991037397925667,-0.2933683943719987,-5.34969084020679,2.5924185907248354e-05,-1.1381006533719646,890,21,0.03004613146650084
FBXW7,ERCC3,-1.1478570033019457,-0.8557351179351681,-0.29212188536677763,-5.214447987005174,3.583451054063997e-05,-1.1207209167254473,890,21,0.0311491482874513
FBXW7,PREB,-1.1255397549245634,-0.8371443606584712,-0.2883953942660922,-6.0122897339700225,5.15669477931523e-06,-1.168724571877236,890,21,0.014941523123065879
FBXW7,RFC4,-1.0898130183256622,-0.8077824123978756,-0.2820306059277866,-5.034401244611795,5.5995654002293336e-05,-1.1260448053651662,890,21,0.03661110084609718
FBXW7,UTP25,-0.8943954755378468,-0.618524906602648,-0.2758705689351988,-5.947752985729095,6.659686343911808e-06,-1.3001198251895398,890,21,0.016539806726986683
FBXW7,UTP14A,-0.5570234024066357,-0.31102815706922804,-0.2459952453374077,-4.94689981712285,6.485557145761848e-05,-0.9986654787337769,886,21,0.038054294704926314
FBXW7,FOSL1,-0.4012560273432979,-0.16756819514553717,-0.23368783219776074,-9.351749398346774,2.0211190060678392e-10,-0.9782617832973769,890,21,3.5137153920489384e-06
FBXW7,PDCL3,-0.5780554294242071,-0.34817542990155254,-0.22987999952265453,-5.085129285776036,4.647852756691609e-05,-1.0193954947648218,890,21,0.035131704423949396
FBXW7,UBIAD1,-0.42852657040108577,-0.200433863069808,-0.22809270733127776,-7.780053136104806,1.4129531775160894e-08,-0.8481936326858478,890,21,0.0001228209549555861
FBXW7,PGGT1B,-0.49638558711076564,-0.2811637855196527,-0.21522180159111293,-5.808573634633239,7.783633394243813e-06,-1.0665735520382953,890,21,0.016666298771725603
FBXW7,PKM,-0.8438900418312993,-0.630422134111493,-0.2134679077198064,-4.975442882170929,5.685934557633729e-05,-0.9167828855094171,890,21,0.03661110084609718
FBXW7,PGAM1,-1.0466329951100075,-0.8389947310389413,-0.20763826407106623,-4.9190906154582175,6.56674628212706e-05,-0.9159989545704654,890,21,0.038054294704926314
